pid,title,summary,dates,repository,collection
"umd:64139
","Burhaus Family papers, Series II, Folder 1: Photographs, circa 1861-1865","Series II contains four photographs: one cased ambrotype of Herman Burhaus and his brother Sandy, one miniature photograph of their brother Cornelius Charles Burhaus, and two photographs of unidentified individuals, one male, one female, presumed to be other family members. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1222.",1801-1900;1861-1865,Historical Manuscripts,Burhaus Family papers
"umd:64537
","John E. Rastall papers, Series I, Folder 1: Correspondence, September 1861-December 1862","John E. Rastall was a Union Lieutenant with the First Regiment, Eastern Shore, Maryland Volunteers during the Civil War. The collection includes 128 letters written by Rastall to his family in Milwaukee, Wisconsin detailing his service in Virginia and Maryland, especially on the Eastern Shore. Rastall describes his regiment's role in the battle of Gettysburg, speculates on the possible effect of the draft on his brothers in Wisconsin, and offers his impressions of prominent people such as General McClellan and Mary Todd Lincoln. He also reminisces about life at home in Milwaukee and describes civilian parties, meetings, and excursions he enjoyed in Maryland. The subjects addressed also include deserters from the First Maryland, Rastall's attempts to secure a promotion, his role in the battle of Gettysburg, court-martials, the draft, and the impressment of free blacks into the Union army. The arrangement is chronological. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1327.",1801-1900;1861-09-7-1862-12-7,Historical Manuscripts,
"umd:64603
","John E. Rastall papers, Series I, Folder 2: Correspondence, January 1863-June 1863","John E. Rastall was a Union Lieutenant with the First Regiment, Eastern Shore, Maryland Volunteers during the Civil War. The collection includes 128 letters written by Rastall to his family in Milwaukee, Wisconsin detailing his service in Virginia and Maryland, especially on the Eastern Shore. Rastall describes his regiment's role in the battle of Gettysburg, speculates on the possible effect of the draft on his brothers in Wisconsin, and offers his impressions of prominent people such as General McClellan and Mary Todd Lincoln. He also reminisces about life at home in Milwaukee and describes civilian parties, meetings, and excursions he enjoyed in Maryland. The subjects addressed also include deserters from the First Maryland, Rastall's attempts to secure a promotion, his role in the battle of Gettysburg, court-martials, the draft, and the impressment of free blacks into the Union army. The arrangement is chronological. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1327.",1801-1900;1863-01-1863-06,Historical Manuscripts,John E. Rastall papers
"umd:64604
","John E. Rastall papers, Series I, Folder 3: Correspondence, July 1863-November 1863","John E. Rastall was a Union Lieutenant with the First Regiment, Eastern Shore, Maryland Volunteers during the Civil War. The collection includes 128 letters written by Rastall to his family in Milwaukee, Wisconsin detailing his service in Virginia and Maryland, especially on the Eastern Shore. Rastall describes his regiment's role in the battle of Gettysburg, speculates on the possible effect of the draft on his brothers in Wisconsin, and offers his impressions of prominent people such as General McClellan and Mary Todd Lincoln. He also reminisces about life at home in Milwaukee and describes civilian parties, meetings, and excursions he enjoyed in Maryland. The subjects addressed also include deserters from the First Maryland, Rastall's attempts to secure a promotion, his role in the battle of Gettysburg, court-martials, the draft, and the impressment of free blacks into the Union army. The arrangement is chronological. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1327.",1801-1900;1863-07-1863-11,Historical Manuscripts,John E. Rastall papers
"umd:64606
","John E. Rastall papers, Series I, Folder 4: Correspondence, January 1864-June 1864","John E. Rastall was a Union Lieutenant with the First Regiment, Eastern Shore, Maryland Volunteers during the Civil War. The collection includes 128 letters written by Rastall to his family in Milwaukee, Wisconsin detailing his service in Virginia and Maryland, especially on the Eastern Shore. Rastall describes his regiment's role in the battle of Gettysburg, speculates on the possible effect of the draft on his brothers in Wisconsin, and offers his impressions of prominent people such as General McClellan and Mary Todd Lincoln. He also reminisces about life at home in Milwaukee and describes civilian parties, meetings, and excursions he enjoyed in Maryland. The subjects addressed also include deserters from the First Maryland, Rastall's attempts to secure a promotion, his role in the battle of Gettysburg, court-martials, the draft, and the impressment of free blacks into the Union army. The arrangement is chronological. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1327.",1801-1900;1864-01-1864-06,Historical Manuscripts,John E. Rastall papers
"umd:64607
","John E. Rastall papers, Series I, Folder 5: Correspondence, July 1864-October 1864","John E. Rastall was a Union Lieutenant with the First Regiment, Eastern Shore, Maryland Volunteers during the Civil War. The collection includes 128 letters written by Rastall to his family in Milwaukee, Wisconsin detailing his service in Virginia and Maryland, especially on the Eastern Shore. Rastall describes his regiment's role in the battle of Gettysburg, speculates on the possible effect of the draft on his brothers in Wisconsin, and offers his impressions of prominent people such as General McClellan and Mary Todd Lincoln. He also reminisces about life at home in Milwaukee and describes civilian parties, meetings, and excursions he enjoyed in Maryland. The subjects addressed also include deserters from the First Maryland, Rastall's attempts to secure a promotion, his role in the battle of Gettysburg, court-martials, the draft, and the impressment of free blacks into the Union army. The arrangement is chronological. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1327.",1801-1900;1864-07-1864-10,Historical Manuscripts,John E. Rastall papers
"umd:68101
","Messrs. Freeman and Almy archives, Series I, Box 1, Folder 1: Correspondence -- To Freeman and Almy -- From Daniel C. Childs, June-August 1864","Messrs. Freeman and Almy operated a shipping company in New York City in the mid-nineteenth century. They had representatives in Baltimore, Maryland,who acted for them securing ships and cargo for their business. The Messrs. Freeman and Almy archives encompass the months June through November 1864. The bulk of the correspondence is from Captain Daniel C. Childs to Messrs. Freeman and Almy and concerns Captain Childs's purchase, repair,and outfitting of the brig Gertrude in Baltimore, Maryland. Complete information may be found in the finding aid to the collection at: http://hdl.handle.net/1903.1/1465.",1801-1900;1864-06-1864-08,Historical Manuscripts,Messrs. Freeman and Almy archives
"umd:68102
","Messrs. Freeman and Almy archives, Series I, Box 1, Folder 2: Correspondence -- To Freeman and Almy -- From J. M. Hall, September-November 1864","Messrs. Freeman and Almy operated a shipping company in New York City in the mid-nineteenth century. They had representatives in Baltimore, Maryland,who acted for them securing ships and cargo for their business. The Messrs. Freeman and Almy archives encompass the months June through November 1864. The bulk of the correspondence is from Captain Daniel C. Childs to Messrs. Freeman and Almy and concerns Captain Childs's purchase, repair,and outfitting of the brig Gertrude in Baltimore, Maryland. Complete information may be found in the finding aid to the collection at: http://hdl.handle.net/1903.1/1465.",1801-1900;1864-09-1864-11,Historical Manuscripts,Messrs. Freeman and Almy archives
"umd:68103
","Messrs. Freeman and Almy archives, Series I, Box 1, Folder 3: Correspondence -- To Freeman and Almy -- From Jones and Ashcroft, September 1864","Messrs. Freeman and Almy operated a shipping company in New York City in the mid-nineteenth century. They had representatives in Baltimore, Maryland,who acted for them securing ships and cargo for their business. The Messrs. Freeman and Almy archives encompass the months June through November 1864. The bulk of the correspondence is from Captain Daniel C. Childs to Messrs. Freeman and Almy and concerns Captain Childs's purchase, repair,and outfitting of the brig Gertrude in Baltimore, Maryland. Complete information may be found in the finding aid to the collection at: http://hdl.handle.net/1903.1/1465.",1801-1900;1864-09,Historical Manuscripts,Messrs. Freeman and Almy archives
"umd:68104
","Messrs. Freeman and Almy archives, Series I, Box 1, Folder 4: Correspondence -- To Freeman and Almy -- From Edward F. Levell, June 1864","Messrs. Freeman and Almy operated a shipping company in New York City in the mid-nineteenth century. They had representatives in Baltimore, Maryland,who acted for them securing ships and cargo for their business. The Messrs. Freeman and Almy archives encompass the months June through November 1864. The bulk of the correspondence is from Captain Daniel C. Childs to Messrs. Freeman and Almy and concerns Captain Childs's purchase, repair,and outfitting of the brig Gertrude in Baltimore, Maryland. Complete information may be found in the finding aid to the collection at: http://hdl.handle.net/1903.1/1465.",1801-1900;1864-06,Historical Manuscripts,Messrs. Freeman and Almy archives
"umd:68105
","Messrs. Freeman and Almy archives, Series I, Box 1, Folder 5: Correspondence -- To Freeman and Almy -- From James G. Ramsay, September-November 1864","Messrs. Freeman and Almy operated a shipping company in New York City in the mid-nineteenth century. They had representatives in Baltimore, Maryland,who acted for them securing ships and cargo for their business. The Messrs. Freeman and Almy archives encompass the months June through November 1864. The bulk of the correspondence is from Captain Daniel C. Childs to Messrs. Freeman and Almy and concerns Captain Childs's purchase, repair,and outfitting of the brig Gertrude in Baltimore, Maryland. Complete information may be found in the finding aid to the collection at: http://hdl.handle.net/1903.1/1465.",1801-1900;1864-09-1864-11,Historical Manuscripts,Messrs. Freeman and Almy archives
"umd:68106
","Messrs. Freeman and Almy archives, Series I, Box 1, Folder 6: Correspondence -- To Freeman and Almy -- From Peter Walther, October 1864","Messrs. Freeman and Almy operated a shipping company in New York City in the mid-nineteenth century. They had representatives in Baltimore, Maryland,who acted for them securing ships and cargo for their business. The Messrs. Freeman and Almy archives encompass the months June through November 1864. The bulk of the correspondence is from Captain Daniel C. Childs to Messrs. Freeman and Almy and concerns Captain Childs's purchase, repair,and outfitting of the brig Gertrude in Baltimore, Maryland. Complete information may be found in the finding aid to the collection at: http://hdl.handle.net/1903.1/1465.",1801-1900;1864-10,Historical Manuscripts,Messrs. Freeman and Almy archives
"umd:68119
","Willis A. Pomeroy papers, Series I, Box 1, Folder 1: Correspondence, 1861","Little is known of the life of Willis A. Pomeroy preceding the Civil War. He was the son of Chauncey Pomeroy and Eliza (Granger) Pomeroy and was born in Suffield, Connecticut on March 18, 1841. Pomeroy had two brothers, Chauncey and Arthur, and two sisters, Maria and Cornelia. Willis Pomeroy was married to Mary A. Nixon, but they had no children. Pomeroy enlisted and was mustered in on May 23, 1861 as a 1st lieutenant with ""C"" Company, 1st Regiment, Heavy Artillery, Connecticut Volunteers. The papers of Willis A. Pomeroy span the dates June 1861 to September 1861 and consist of correspondence and military records. There are seven letters written to various members of his family concerning his activities in the Army of the Potomac. Also included is a general order promoting him to bridge commissary with rank of captain. Complete information may be found in the finding aid to the collection at: http://hdl.handle.net/1903.1/1277.",1801-1900;1861-06-1861-09,Historical Manuscripts,Willis A. Pomeroy papers
"umd:68665
","Brooke Family papers, Series 2, Box 4, Folder 26: To Sarah Brooke Farquhar with Mary M. Brooke -- From Deborah Hopkins with Elizabeth and Sarah Hopkins (letters 1-15), 1824-1825","To Sarah Brooke Farquhar with Mary M. Brooke -- From Deborah Hopkins with Elizabeth and Sarah Hopkins, 1824-1825. The materials in this collection document the everyday lives of members of the Brooke family of Sandy Spring, Maryland. Correspondents devote their attention to farm or city life, social events, Quaker religious concerns, courtship, vacations and travel, household duties, astronomy, and some business dealings. These letters are between the Hopkins sisters of Baltimore and the Brooke sisters of Sandy Spring. Deborah, Elizabeth, and Sarah Hopkins sent news and gossip to their cousins, Mary M. Brooke and Sarah Brooke (Farquhar). This group of forty letters, all numbered, (spanning three folders) covers the period from March 1824 to December 1826. Letter 13 makes a reference to General Jackson and his new wife, Rachel. Complete information may be found in the finding aid to the collection at: http://hdl.handle.net/1903.1/1740.",1801-1900;1824-03-1825-04,Historical Manuscripts,Brooke Family papers
"umd:68666
","Brooke Family papers, Series 2, Box 4, Folder 27: To Sarah Brooke Farquhar with Mary M. Brooke -- From Deborah Hopkins with Elizabeth and Sarah Hopkins (letters 16-30), 1825-1826","To Sarah Brooke Farquhar with Mary M. Brooke -- From Deborah Hopkins with Elizabeth and Sarah Hopkins, 1825-1826. The materials in this collection document the everyday lives of members of the Brooke family of Sandy Spring, Maryland. Correspondents devote their attention to farm or city life, social events, Quaker religious concerns, courtship, vacations and travel, household duties, astronomy, and some business dealings. These letters are between the Hopkins sisters of Baltimore and the Brooke sisters of Sandy Spring. Deborah, Elizabeth, and Sarah Hopkins sent news and gossip to their cousins, Mary M. Brooke and Sarah Brooke (Farquhar). This group of forty letters, all numbered, (spanning three folders) covers the period from March 1824 to December 1826. Letter 20 comments on General Lafayette's last visit to Baltimore; and letter 22 features a brief account of a slave auction. Complete information may be found in the finding aid to the collection at: http://hdl.handle.net/1903.1/1740.",1801-1900;1825-04-1826-04,Historical Manuscripts,Brooke Family papers
